opening_name,side,num_games,ECO,last_played_date,perf_rating,avg_player,perc_player_win,perc_draw,pec_opponent_win,moves_list,move1w,move1b,move2w,move2b,move3w,move3b,move4w,move4b,perc_white_win,perc_black_win,white_odds,white_wins,black_wins
"System, Canard Formation",white,412,A45,6/1/18,1907,1888,30.6,15.3,54.1,"['1.d4', 'Nf6', '2.f4']",d4,Nf6,f4,,,,,,30.6,54.1,0.565619224,126.072,222.892
"Tarrasch Defense, Classical Variation",black,2926,D34,7/8/18,2243,2279,19.7,38.2,42,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'c5', '4.cxd5', 'exd5', '5.Nf3', 'Nc6', '6.g3', 'Nf6', '7.Bg2', 'Be7', '8.O-O', 'O-O']",d4,d5,c4,e6,Nc3,c5,cxd5,exd5,42,19.7,2.131979695,1228.92,576.422
"Tarrasch Defense, Classical Variation, Advance Variation",black,1183,D34,6/27/18,2237,2258,21.6,36.5,41.9,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'c5', '4.cxd5', 'exd5', '5.Nf3', 'Nc6', '6.g3', 'Nf6', '7.Bg2', 'Be7', '8.O-O', 'O-O', '9.Bg5', 'c4']",d4,d5,c4,e6,Nc3,c5,cxd5,exd5,41.9,21.6,1.939814815,495.677,255.528
"Tarrasch Defense, Classical Variation, Carlsbad Variation",white,768,D34,6/29/18,2361,2315,43.9,38.3,17.8,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'c5', '4.cxd5', 'exd5', '5.Nf3', 'Nc6', '6.g3', 'Nf6', '7.Bg2', 'Be7', '8.O-O', 'O-O', '9.Bg5']",d4,d5,c4,e6,Nc3,c5,cxd5,exd5,43.9,17.8,2.466292135,337.152,136.704
"Tarrasch Defense, Classical Variation, Classical Tarrasch Gambit",black,288,D34,5/5/18,2260,2297,27.8,27.8,44.4,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'c5', '4.cxd5', 'exd5', '5.Nf3', 'Nc6', '6.g3', 'Nf6', '7.Bg2', 'Be7', '8.O-O', 'O-O', '9.dxc5', 'd4']",d4,d5,c4,e6,Nc3,c5,cxd5,exd5,44.4,27.8,1.597122302,127.872,80.064
"Tarrasch Defense, Classical Variation, Endgame Variation",black,355,D34,6/8/18,2223,2280,12.7,38.6,48.7,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'c5', '4.cxd5', 'exd5', '5.Nf3', 'Nc6', '6.g3', 'Nf6', '7.Bg2', 'Be7', '8.O-O', 'O-O', '9.Bg5', 'Be6']",d4,d5,c4,e6,Nc3,c5,cxd5,exd5,48.7,12.7,3.834645669,172.885,45.085
"Tarrasch Defense, Classical Variation, Main Line",black,1324,D34,6/28/18,2266,2321,17.4,37.7,44.9,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'c5', '4.cxd5', 'exd5', '5.Nf3', 'Nc6', '6.g3', 'Nf6', '7.Bg2', 'Be7', '8.O-O', 'O-O', '9.Bg5', 'cxd4', '10.Nxd4', 'h6', '11.Be3', 'Re8']",d4,d5,c4,e6,Nc3,c5,cxd5,exd5,44.9,17.4,2.58045977,594.476,230.376
"Tarrasch Defense, Classical Variation, Petursson Variation",black,151,D34,8/21/17,2264,2309,18.5,35.8,45.7,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'c5', '4.cxd5', 'exd5', '5.Nf3', 'Nc6', '6.g3', 'Nf6', '7.Bg2', 'Be7', '8.O-O', 'O-O', '9.Bg5', 'cxd4', '10.Nxd4', 'Re8']",d4,d5,c4,e6,Nc3,c5,cxd5,exd5,45.7,18.5,2.47027027,69.007,27.935
"Tarrasch Defense, Classical Variation, Reti Variation",white,685,D34,7/8/18,2402,2361,45,39.6,15.5,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'c5', '4.cxd5', 'exd5', '5.Nf3', 'Nc6', '6.g3', 'Nf6', '7.Bg2', 'Be7', '8.O-O', 'O-O', '9.dxc5', 'Bxc5', '10.Na4']",d4,d5,c4,e6,Nc3,c5,cxd5,exd5,45,15.5,2.903225806,308.25,106.175
"Tarrasch Defense, Classical Variation, Spassky Variation",black,246,D34,1/30/18,2283,2320,19.5,40.2,40.2,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'c5', '4.cxd5', 'exd5', '5.Nf3', 'Nc6', '6.g3', 'Nf6', '7.Bg2', 'Be7', '8.O-O', 'O-O', '9.Bg5', 'cxd4', '10.Nxd4', 'h6', '11.Be3', 'Bg4']",d4,d5,c4,e6,Nc3,c5,cxd5,exd5,40.2,19.5,2.061538462,98.892,47.97
"Tarrasch Defense, General",black,696,D32,6/21/18,2150,2164,36.2,29.9,33.9,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'c5']",d4,d5,c4,e6,Nc3,c5,,,33.9,36.2,0.936464088,235.944,251.952
"Tarrasch Defense, Prague Variation",black,385,D33,7/7/18,2116,2171,16.1,30.4,53.5,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'c5', '4.cxd5', 'exd5', '5.Nf3', 'Nc6', '6.g3', 'Nf6']",d4,d5,c4,e6,Nc3,c5,cxd5,exd5,53.5,16.1,3.322981366,205.975,61.985
"Tarrasch Defense, Prague Variation, Main Line",black,149,D34,5/3/18,2222,2268,22.1,32.9,45,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'c5', '4.cxd5', 'exd5', '5.Nf3', 'Nc6', '6.g3', 'Nf6', '7.Bg2', 'Be7']",d4,d5,c4,e6,Nc3,c5,cxd5,exd5,45,22.1,2.036199095,67.05,32.929
"Tarrasch Defense, Rubinstein System",white,117,D33,2/24/18,2298,2247,54.7,31.6,13.7,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'c5', '4.cxd5', 'exd5', '5.Nf3', 'Nc6', '6.g3']",d4,d5,c4,e6,Nc3,c5,cxd5,exd5,54.7,13.7,3.99270073,63.999,16.029
"Tarrasch Defense, Schara Gambit",black,1040,D32,6/27/18,2216,2237,31.9,24.2,43.9,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'c5', '4.cxd5', 'cxd4']",d4,d5,c4,e6,Nc3,c5,cxd5,cxd4,43.9,31.9,1.376175549,456.56,331.76
"Tarrasch Defense, Swedish Variation",black,439,D33,6/8/18,2295,2334,26,34.2,39.9,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'c5', '4.cxd5', 'exd5', '5.Nf3', 'Nc6', '6.g3', 'c4']",d4,d5,c4,e6,Nc3,c5,cxd5,exd5,39.9,26,1.534615385,175.161,114.14
"Tarrasch Defense, Symmetrical Variation",black,4681,D32,7/9/18,2263,2282,27.2,38.9,33.9,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'c5', '4.e3', 'Nf6', '5.Nf3', 'Nc6']",d4,d5,c4,e6,Nc3,c5,e3,Nf6,33.9,27.2,1.246323529,1586.859,1273.232
"Tarrasch Defense, Two Knights Variation",white,1480,D32,7/5/18,2303,2275,43.2,32.6,24.2,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'c5', '4.cxd5', 'exd5', '5.Nf3']",d4,d5,c4,e6,Nc3,c5,cxd5,exd5,43.2,24.2,1.785123967,639.36,358.16
"Torre Attack, Classical Defense",white,7331,A46,7/8/18,2238,2211,35.3,33.2,31.4,"['1.d4', 'Nf6', '2.Nf3', 'e6', '3.Bg5']",d4,Nf6,Nf3,e6,Bg5,,,,35.3,31.4,1.124203822,2587.843,2301.934
"Torre Attack, Classical Defense, Nimzowitsch Variation",black,2810,A46,7/8/18,2313,2324,40.8,31.7,27.5,"['1.d4', 'Nf6', '2.Nf3', 'e6', '3.Bg5', 'h6']",d4,Nf6,Nf3,e6,Bg5,h6,,,27.5,40.8,0.674019608,772.75,1146.48
"Torre Attack, Classical Defense, Petrosian Gambit",white,151,A46,6/2/18,2493,2367,50.3,33.1,16.6,"['1.d4', 'Nf6', '2.Nf3', 'e6', '3.Bg5', 'c5', '4.e3', 'b6', '5.d5']",d4,Nf6,Nf3,e6,Bg5,c5,e3,b6,50.3,16.6,3.030120482,75.953,25.066
"Torre Attack, Fianchetto Defense",white,7697,A48,7/8/18,2277,2262,34,33.8,32.2,"['1.d4', 'Nf6', '2.Nf3', 'g6', '3.Bg5']",d4,Nf6,Nf3,g6,Bg5,,,,34,32.2,1.055900621,2616.98,2478.434
"Torre Attack, Fianchetto Defense, Euwe Variation",black,758,A48,6/8/18,2305,2329,26.8,41.2,32.1,"['1.d4', 'Nf6', '2.Nf3', 'g6', '3.Bg5', 'Bg7', '4.Nbd2', 'c5']",d4,Nf6,Nf3,g6,Bg5,Bg7,Nbd2,c5,32.1,26.8,1.197761194,243.318,203.144
"Trompowsky Attack, Classical Defense",black,2482,A45,7/9/18,2244,2270,29.6,31.6,38.9,"['1.d4', 'Nf6', '2.Bg5', 'e6']",d4,Nf6,Bg5,e6,,,,,38.9,29.6,1.314189189,965.498,734.672
"Trompowsky Attack, Classical Defense, Big Center Variation",white,3960,A45,7/8/18,2291,2260,39.2,28.4,32.4,"['1.d4', 'Nf6', '2.Bg5', 'e6', '3.e4']",d4,Nf6,Bg5,e6,e4,,,,39.2,32.4,1.209876543,1552.32,1283.04
"Trompowsky Attack, Edge Variation",white,1290,A45,6/26/18,2250,2233,40.9,23.3,35.8,"['1.d4', 'Nf6', '2.Bg5', 'Ne4', '3.Bh4']",d4,Nf6,Bg5,Ne4,Bh4,,,,40.9,35.8,1.142458101,527.61,461.82
"Trompowsky Attack, General",white,17885,A45,7/9/18,2290,2272,39.6,29,31.4,"['1.d4', 'Nf6', '2.Bg5']",d4,Nf6,Bg5,,,,,,39.6,31.4,1.261146497,7082.46,5615.89
"Trompowsky Attack, Poisoned Pawn Variation",white,433,A45,7/6/18,2326,2290,49.2,19.4,31.4,"['1.d4', 'Nf6', '2.Bg5', 'c5', '3.d5', 'Qb6', '4.Nc3']",d4,Nf6,Bg5,c5,d5,Qb6,Nc3,,49.2,31.4,1.566878981,213.036,135.962
"Trompowsky Attack, Raptor Variation",white,940,A45,7/6/18,2298,2257,41,29.4,29.7,"['1.d4', 'Nf6', '2.Bg5', 'Ne4', '3.h4']",d4,Nf6,Bg5,Ne4,h4,,,,41,29.7,1.38047138,385.4,279.18
"Wade Defense, General",black,5081,A41,7/7/18,2295,2337,28.6,35,36.4,"['1.d4', 'd6', '2.Nf3', 'Bg4']",d4,d6,Nf3,Bg4,,,,,36.4,28.6,1.272727273,1849.484,1453.166
"Zukertort Opening, Reversed Queen's Gambit",black,2316,D02,6/25/18,2200,2217,34.9,29.5,35.5,"['1.d4', 'd5', '2.Nf3', 'c5']",d4,d5,Nf3,c5,,,,,35.5,34.9,1.017191977,822.18,808.284
"Van't Kruijs Opening, General",white,1713,A00,7/6/18,2082,2102,32.3,20.7,47,['1.e3'],e3,,,,,,,,32.3,47,0.687234043,553.299,805.11
"Alekhine Defense, Balogh Variation",white,692,B03,6/22/18,2247,2225,40.8,24.3,35,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.d4', 'd6', '4.Bc4']",e4,Nf6,e5,Nd5,d4,d6,Bc4,,40.8,35,1.165714286,282.336,242.2
"Alekhine Defense, Brooklyn Variation",black,228,B02,6/27/18,2145,2193,29.8,22.4,47.8,"['1.e4', 'Nf6', '2.e5', 'Ng8']",e4,Nf6,e5,Ng8,,,,,47.8,29.8,1.604026846,108.984,67.944
"Alekhine Defense, Exchange Variation",white,6485,B03,7/6/18,2244,2194,40.8,27.7,31.5,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.d4', 'd6', '4.c4', 'Nb6', '5.exd6']",e4,Nf6,e5,Nd5,d4,d6,c4,Nb6,40.8,31.5,1.295238095,2645.88,2042.775
"Alekhine Defense, Four Pawns Attack",white,881,B03,6/20/18,2187,2130,39.7,23.2,37.1,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.d4', 'd6', '4.c4', 'Nb6', '5.f4']",e4,Nf6,e5,Nd5,d4,d6,c4,Nb6,39.7,37.1,1.070080863,349.757,326.851
"Alekhine Defense, Four Pawns Attack, Fianchetto Variation",black,259,B03,5/20/18,2122,2178,37.8,21.2,40.9,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.d4', 'd6', '4.c4', 'Nb6', '5.f4', 'g6']",e4,Nf6,e5,Nd5,d4,d6,c4,Nb6,40.9,37.8,1.082010582,105.931,97.902
"Alekhine Defense, Four Pawns Attack, Main Line",white,1207,B03,7/1/18,2243,2190,41,25.9,33.1,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.d4', 'd6', '4.c4', 'Nb6', '5.f4', 'dxe5', '6.fxe5', 'Nc6', '7.Be3']",e4,Nf6,e5,Nd5,d4,d6,c4,Nb6,41,33.1,1.238670695,494.87,399.517
"Alekhine Defense, Four Pawns Attack, Trifunovic Variation",black,323,B03,5/10/18,2231,2277,35.9,24.8,39.3,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.d4', 'd6', '4.c4', 'Nb6', '5.f4', 'Bf5']",e4,Nf6,e5,Nd5,d4,d6,c4,Nb6,39.3,35.9,1.094707521,126.939,115.957
"Alekhine Defense, General",black,524,B02,6/29/18,2032,2077,42.2,25,32.8,"['1.e4', 'Nf6']",e4,Nf6,,,,,,,32.8,42.2,0.777251185,171.872,221.128
"Alekhine Defense, Hunt Variation, Lasker Simul Gambit",white,334,B02,6/27/18,2205,2178,34.1,23.6,42.2,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.c4', 'Nb6', '4.c5', 'Nd5', '5.Nc3', 'e6', '6.Bc4']",e4,Nf6,e5,Nd5,c4,Nb6,c5,Nd5,34.1,42.2,0.808056872,113.894,140.948
"Alekhine Defense, Maroczy Variation",white,931,B02,7/9/18,2174,2174,36.6,25.7,37.7,"['1.e4', 'Nf6', '2.d3']",e4,Nf6,d3,,,,,,36.6,37.7,0.970822281,340.746,350.987
"Alekhine Defense, Modern Variation",white,501,B04,6/25/18,2397,2336,43.5,31.7,24.8,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.d4', 'd6', '4.Nf3']",e4,Nf6,e5,Nd5,d4,d6,Nf3,,43.5,24.8,1.754032258,217.935,124.248
"Alekhine Defense, Modern Variation, Alburt Variation",black,2626,B04,6/30/18,2250,2294,28.3,30.3,41.4,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.d4', 'd6', '4.Nf3', 'g6']",e4,Nf6,e5,Nd5,d4,d6,Nf3,g6,41.4,28.3,1.462897527,1087.164,743.158
"Alekhine Defense, Modern Variation, Alekhine Gambit",white,120,B04,6/11/18,2097,2081,36.7,22.5,40.8,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.d4', 'd6', '4.Nf3', 'Bg4', '5.c4', 'Nb6', '6.Be2']",e4,Nf6,e5,Nd5,d4,d6,Nf3,Bg4,36.7,40.8,0.899509804,44.04,48.96
"Alekhine Defense, Modern Variation, Keres Variation",white,269,B04,3/4/18,2442,2383,45.7,36.4,17.8,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.d4', 'd6', '4.Nf3', 'g6', '5.Bc4', 'Nb6', '6.Bb3', 'Bg7', '7.a4']",e4,Nf6,e5,Nd5,d4,d6,Nf3,g6,45.7,17.8,2.56741573,122.933,47.882
"Alekhine Defense, Modern Variation, Larsen Variation",black,1187,B04,6/21/18,2243,2283,22.8,35.7,41.5,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.d4', 'd6', '4.Nf3', 'dxe5']",e4,Nf6,e5,Nd5,d4,d6,Nf3,dxe5,41.5,22.8,1.820175439,492.605,270.636
"Alekhine Defense, Modern Variation, Larsen Variation, Miles Line",black,1481,B04,6/18/18,2273,2306,25.9,35.9,38.2,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.d4', 'd6', '4.Nf3', 'dxe5', '5.Nxe5', 'c6']",e4,Nf6,e5,Nd5,d4,d6,Nf3,dxe5,38.2,25.9,1.474903475,565.742,383.579
"Alekhine Defense, Modern Variation, Larsen-Haakert Variation",black,685,B04,6/25/18,2171,2193,32.3,21.5,46.3,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.d4', 'd6', '4.Nf3', 'Nc6']",e4,Nf6,e5,Nd5,d4,d6,Nf3,Nc6,46.3,32.3,1.433436533,317.155,221.255
"Alekhine Defense, Modern Variation, Main Line",black,5096,B05,7/2/18,2209,2269,25.1,30.2,44.8,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.d4', 'd6', '4.Nf3', 'Bg4']",e4,Nf6,e5,Nd5,d4,d6,Nf3,Bg4,44.8,25.1,1.784860558,2283.008,1279.096
"Alekhine Defense, Modern Variation, Panov Variation",white,183,B05,5/31/18,2305,2269,44.3,22.4,33.3,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.d4', 'd6', '4.Nf3', 'Bg4', '5.h3']",e4,Nf6,e5,Nd5,d4,d6,Nf3,Bg4,44.3,33.3,1.33033033,81.069,60.939
"Alekhine Defense, Modern Variation, Schmid Variation",black,688,B04,7/4/18,2300,2333,31.7,34.3,34,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.d4', 'd6', '4.Nf3', 'Nb6']",e4,Nf6,e5,Nd5,d4,d6,Nf3,Nb6,34,31.7,1.072555205,233.92,218.096
"Alekhine Defense, Normal Variation",black,981,B02,6/30/18,2142,2173,34,26.7,39.3,"['1.e4', 'Nf6', '2.e5', 'Nd5']",e4,Nf6,e5,Nd5,,,,,39.3,34,1.155882353,385.533,333.54
"Alekhine Defense, Normal Variation",black,1178,B03,6/27/18,2128,2159,41.3,26.8,31.8,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.d4', 'd6']",e4,Nf6,e5,Nd5,d4,d6,,,31.8,41.3,0.769975787,374.604,486.514
"Alekhine Defense, Saemisch Attack",white,1452,B02,7/6/18,2244,2212,37,29.9,33.1,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.Nc3']",e4,Nf6,e5,Nd5,Nc3,,,,37,33.1,1.117824773,537.24,480.612
"Alekhine Defense, Scandinavian Variation",black,4898,B02,6/24/18,2133,2153,39.4,28.4,32.2,"['1.e4', 'Nf6', '2.Nc3', 'd5']",e4,Nf6,Nc3,d5,,,,,32.2,39.4,0.817258883,1577.156,1929.812
"Alekhine Defense, Spielmann Gambit",white,140,B02,11/19/17,2260,2208,40,17.9,42.1,"['1.e4', 'Nf6', '2.Nc3', 'd5', '3.e5', 'Nfd7', '4.e6']",e4,Nf6,Nc3,d5,e5,Nfd7,e6,,40,42.1,0.950118765,56,58.94
"Alekhine Defense, Two Pawn Attack",white,397,B02,6/23/18,1981,1958,36,18.4,45.6,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.c4']",e4,Nf6,e5,Nd5,c4,,,,36,45.6,0.789473684,142.92,181.032
"Alekhine Defense, Two Pawn Attack, Lasker Variation",white,964,B02,6/30/18,2209,2202,32.9,30.3,36.8,"['1.e4', 'Nf6', '2.e5', 'Nd5', '3.c4', 'Nb6', '4.c5']",e4,Nf6,e5,Nd5,c4,Nb6,c5,,32.9,36.8,0.894021739,317.156,354.752
"Bishop's Opening, Berlin Defense",black,4006,C24,7/6/18,2177,2205,27.5,28.9,43.6,"['1.e4', 'e5', '2.Bc4', 'Nf6']",e4,e5,Bc4,Nf6,,,,,43.6,27.5,1.585454545,1746.616,1101.65
"Bishop's Opening, Blanel Gambit",black,189,C23,5/19/10,2214,2250,31.8,36,32.3,"['1.e4', 'e5', '2.Bc4', 'Nf6', '3.Nc3', 'Nxe4']",e4,e5,Bc4,Nf6,Nc3,Nxe4,,,32.3,31.8,1.01572327,61.047,60.102
"Bishop's Opening, Boden-Kieseritsky Gambit",white,322,C27,4/8/18,2196,2142,42.2,27.6,30.1,"['1.e4', 'e5', '2.Nc3', 'Nf6', '3.Bc4', 'Nxe4', '4.Nf3']",e4,e5,Nc3,Nf6,Bc4,Nxe4,Nf3,,42.2,30.1,1.401993355,135.884,96.922
"Bishop's Opening, Boi Variation",black,343,C20,4/21/18,1964,1956,29.1,21.3,49.6,"['1.e4', 'e5', '2.Bc4', 'Bc5']",e4,e5,Bc4,Bc5,,,,,49.6,29.1,1.704467354,170.128,99.813
"Bishop's Opening, General",white,901,C23,6/26/18,2115,2098,47.1,22.4,30.5,"['1.e4', 'e5', '2.Bc4']",e4,e5,Bc4,,,,,,47.1,30.5,1.544262295,424.371,274.805
"Bishop's Opening, Ponziani Gambit",white,184,C24,5/5/18,2083,1995,59.8,14.7,25.5,"['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d4']",e4,e5,Bc4,Nf6,d4,,,,59.8,25.5,2.345098039,110.032,46.92
"Bishop's Opening, Urusov Gambit",white,101,C24,5/19/10,2184,2150,45.5,21.8,32.7,"['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d4', 'exd4', '4.Nf3']",e4,e5,Bc4,Nf6,d4,exd4,Nf3,,45.5,32.7,1.391437309,45.955,33.027
"Bishop's Opening, Urusov Gambit, Keidansky Gambit",white,125,C24,5/19/18,2235,2170,42.4,22.4,35.2,"['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d4', 'exd4', '4.Nf3', 'Nxe4', '5.Qxd4']",e4,e5,Bc4,Nf6,d4,exd4,Nf3,Nxe4,42.4,35.2,1.204545455,53,44
"Bishop's Opening, Vienna Hybrid",white,3314,C28,7/7/18,2241,2212,38,31,31,"['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d3', 'Nc6', '4.Nc3']",e4,e5,Bc4,Nf6,d3,Nc6,Nc3,,38,31,1.225806452,1259.32,1027.34
"Bishop's Opening, Vienna Hybrid, Hromadka Variation",white,467,C28,6/27/18,2288,2260,37,35.5,27.4,"['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d3', 'Nc6', '4.Nc3', 'Bb4', '5.Ne2']",e4,e5,Bc4,Nf6,d3,Nc6,Nc3,Bb4,37,27.4,1.350364964,172.79,127.958
"Bishop's Opening, Vienna Hybrid, Spielmann Attack",white,1366,C26,6/29/18,2195,2154,46.9,23.9,29.2,"['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d3', 'Bc5', '4.Nc3']",e4,e5,Bc4,Nf6,d3,Bc5,Nc3,,46.9,29.2,1.606164384,640.654,398.872
"Caro-Kann Defense, Accelerated Panov Attack",white,644,B10,6/27/18,2245,2211,48.6,24.4,27,"['1.e4', 'c6', '2.c4']",e4,c6,c4,,,,,,48.6,27,1.8,312.984,173.88
"Caro-Kann Defense, Accelerated Panov Attack",black,936,B10,6/29/18,2045,2082,20.6,26.3,53.1,"['1.e4', 'c6', '2.c4', 'd5']",e4,c6,c4,d5,,,,,53.1,20.6,2.577669903,497.016,192.816
"Caro-Kann Defense, Accelerated Panov Attack, Modern Variation",black,4671,B10,7/7/18,2265,2290,24.9,35.6,39.6,"['1.e4', 'c6', '2.c4', 'd5', '3.exd5', 'cxd5', '4.cxd5', 'Nf6']",e4,c6,c4,d5,exd5,cxd5,cxd5,Nf6,39.6,24.9,1.590361446,1849.716,1163.079
"Caro-Kann Defense, Accelerated Panov Attack, Open Variation",black,1419,B10,7/1/18,2236,2294,22.6,32.8,44.6,"['1.e4', 'c6', '2.c4', 'e5']",e4,c6,c4,e5,,,,,44.6,22.6,1.973451327,632.874,320.694
"Caro-Kann Defense, Advance Variation",white,5840,B12,7/3/18,2253,2229,40.7,28.9,30.5,"['1.e4', 'c6', '2.d4', 'd5', '3.e5']",e4,c6,d4,d5,e5,,,,40.7,30.5,1.33442623,2376.88,1781.2
"Caro-Kann Defense, Advance Variation, Bayonet Attack",white,736,B12,6/27/18,2049,2055,39.7,20.2,40.1,"['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'Bf5', '4.g4']",e4,c6,d4,d5,e5,Bf5,g4,,39.7,40.1,0.990024938,292.192,295.136
"Caro-Kann Defense, Advance Variation, Botvinnik-Carls Defense",black,4115,B12,7/8/18,2206,2231,31.9,26.3,41.8,"['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'c5']",e4,c6,d4,d5,e5,c5,,,41.8,31.9,1.310344828,1720.07,1312.685
"Caro-Kann Defense, Advance Variation, Bronstein Variation",white,670,B12,6/22/18,2200,2157,45.7,22.4,31.9,"['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'Bf5', '4.Ne2']",e4,c6,d4,d5,e5,Bf5,Ne2,,45.7,31.9,1.432601881,306.19,213.73
"Caro-Kann Defense, Advance Variation, Short Variation",white,8521,B12,7/9/18,2344,2315,41.5,30.4,28.2,"['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'Bf5', '4.Nf3']",e4,c6,d4,d5,e5,Bf5,Nf3,,41.5,28.2,1.471631206,3536.215,2402.922
"Caro-Kann Defense, Advance Variation, Tal Variation",white,3111,B12,7/9/18,2321,2281,45.1,26.6,28.4,"['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'Bf5', '4.h4']",e4,c6,d4,d5,e5,Bf5,h4,,45.1,28.4,1.588028169,1403.061,883.524
"Caro-Kann Defense, Advance Variation, Van der Wiel Attack",white,2597,B12,6/27/18,2239,2226,40,23.4,36.5,"['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'Bf5', '4.Nc3']",e4,c6,d4,d5,e5,Bf5,Nc3,,40,36.5,1.095890411,1038.8,947.905
"Caro-Kann Defense, Advance Variation, Van der Wiel Attack, Bishop Hunt",white,727,B12,5/6/18,2279,2257,41,23.9,35.1,"['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'Bf5', '4.Nc3', 'e6', '5.g4', 'Bg6', '6.Nge2', 'c5', '7.h4']",e4,c6,d4,d5,e5,Bf5,Nc3,e6,41,35.1,1.168091168,298.07,255.177
"Caro-Kann Defense, Advance Variation, Van der Wiel Attack, Dreyev Defense",black,444,B12,12/2/17,2267,2325,34,23.9,42.1,"['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'Bf5', '4.Nc3', 'Qb6']",e4,c6,d4,d5,e5,Bf5,Nc3,Qb6,42.1,34,1.238235294,186.924,150.96
"Caro-Kann Defense, Breyer Variation",white,3988,B10,7/7/18,2274,2243,39.4,31.9,28.7,"['1.e4', 'c6', '2.d3']",e4,c6,d3,,,,,,39.4,28.7,1.3728223,1571.272,1144.556
"Caro-Kann Defense, Bronstein-Larsen Variation",black,3730,B16,7/4/18,2176,2240,28.4,27.9,43.7,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nf6', '5.Nxf6+', 'gxf6']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Nf6,43.7,28.4,1.538732394,1630.01,1059.32
"Caro-Kann Defense, Classical Variation",black,7150,B18,7/8/18,2168,2189,30.8,35.5,33.7,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Bf5']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Bf5,33.7,30.8,1.094155844,2409.55,2202.2
"Caro-Kann Defense, Classical Variation, Flohr Variation",white,1157,B18,7/9/18,2340,2313,35,40,25,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Bf5', '5.Ng3', 'Bg6', '6.Nh3']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Bf5,35,25,1.4,404.95,289.25
